subjekt,cena,status,ic
INGREMO s. r. o.,3500.0,,
Janáčkova akademie múzických u,3500.0,,
Jihočeský vodárenský svaz,3500.0,,
"INGTOP, s.r.o.",3500.0,,
INKO akciová společnost,3500.0,,
HT Road s.r.o.,3500.0,,
JV PROJEKT VH s.r.o.,3500.0,,
KOVO - Mazánek s.r.o.,3500.0,,
HT car system s.r.o.,3500.0,,
"INGUTIS, spol. s r. o.",3500.0,,
"JVK Líté spol., s.r.o.",3500.0,,
"HUTIRA - PSV Ivančice, s.r.o.",3500.0,,
HTP s.r.o.,3500.0,,
KOVELMONT spol. s r.o.,3500.0,,
"HUDEK, spol. s r.o.",3500.0,,
Janovský ELEKTRO s.r.o.,3500.0,,
HUTCHINSON s.r.o.,3500.0,,
"KOUPENÝ, s.r.o.",3500.0,,
KORAMEX a.s.,3500.0,,
"KORADO, a.s.",3500.0,,
"HSI, spol. s r.o.",3500.0,,
"INECO, s.r.o.",3500.0,,
KONEL s.r.o.,3500.0,,
HZV servis s.r.o.,3500.0,,
INEGO PARTNERS. s.r.o.,3500.0,,
"HaSaM, s.r.o.",3500.0,,
Haberkorn Ulmer s.r.o.,3500.0,,
"K.B.K. fire , s.r.o.",3500.0,,
K.STROJ s.r.o.,3500.0,,
"KONSTRUKTIS, a.s.",3500.0,,
K2 Machine s.r.o.,3500.0,,
"KONEKTA výtahy, a.s.",3500.0,,
"Hadyna - International, spol.",3500.0,,
Hagemann a.s.,3500.0,,
"Hakov, a.s.",3500.0,,
"INDOS, spol. s r.o.",3500.0,,
"KONFIRM, spol. s r.o.",3500.0,,
HYSCO CZECH s.r.o.,3500.0,,
Jindřichohradecká stavební s.r,3500.0,,
"INFIMA, s.r.o.",3500.0,,
Jindřichohradecké místní,3500.0,,
Johnson Controls Autobaterie s,3500.0,,
"JŠ projekční a inženýrská, s.r",3500.0,,
INFRA Consult spol. s r.o.,3500.0,,
"K M B  systems, s.r.o.",3500.0,,
"HYDROMA, spol. s r.o.",3500.0,,
KOPPREA - znalecký ústav spol.,3500.0,,
"HYPRESS, s.r.o.",3500.0,,
INELSEV ZPA a.s.,3500.0,,
K o v o l a k  s. r. o.,3500.0,,
K+H bezpečnostní systémy s.r.o,3500.0,,
HYKEMONT spol. s r.o.,3500.0,,
"KONY ZLÍN, s.r.o.",3500.0,,
K+P ELEKTRO s.r.o.,3500.0,,
KOVO BATH s.r.o.,3500.0,,
JV - TECH s.r.o.,3500.0,,
"JICOM, spol. s r.o.",3500.0,,
"KOVOSVIT MAS,a.s.",3500.0,,
JKNZ s.r.o,3500.0,,
"KOČKA,inženýrské technologie,",3500.0,,
KOVPAL s.r.o.,3500.0,,
"KOVOX, spol. s r.o.",3500.0,,
"KOVOVÝROBA SVOBODA, s.r.o.",3500.0,,
"KOVOVÝROBA HOFFMANN, s.r.o.",3500.0,,
"KOVOSTEEL Recycling, s.r.o.",3500.0,,
INSKY spol. s r.o.,3500.0,,
INS spol. s r.o.,3500.0,,
HOME INP s.r.o.,3500.0,,
KOVOS družstvo Teplice,3500.0,,
"KOVOPLAST, výrobní družstvo",3500.0,,
"INREKA PLOŠINY PLUS, s.r.o.",3500.0,,
JMS Stavební s.r.o. Zlín,3500.0,,
KOČÍ - VALÁŠEK s.r.o.,3500.0,,
KPM,3500.0,,
KOVOMONT s.r.o.,3500.0,,
"KRPA FORM, a.s.",3500.0,,
"JILOS HORKA, s.r.o.",3500.0,,
HOCHTIEF Development Czech Rep,3500.0,,
INSTALLTOP spol. s r.o.,3500.0,,
"JIP - Papírny Větřní, a. s.",3500.0,,
INSTALACE ZT s.r.o.,3500.0,,
INSTAL CHROUSTOVICE s.r.o.,3500.0,,
KROS  spol. s r.o.,3500.0,,
"HOKR,s.r.o.",3500.0,,
KRANSERVIS CB s.r.o.,3500.0,,
JIPO - PB s.r.o.,3500.0,,
KRAJSKÉ STÁTNÍ ZASTUPITELSTVÍ,3500.0,,
"JIPOCAR Služby, s.r.o.",3500.0,,
"HOKAMI CZ, s.r.o.",3500.0,,
JK Metal Praha s.r.o.,3500.0,,
HORA COMPANY s.r.o.,3500.0,,
INREA Pro s.r.o.,3500.0,,
HSEF s.r.o.,3500.0,,
"HPV Engineering,s.r.o.",3500.0,,
HP consult s.r.o.,3500.0,,
KOVO KASEJOVICE KLIMA s.r.o.,3500.0,,
HPI - CZ spol. s r.o.,3500.0,,
"HPM TEC, s.r.o.",3500.0,,
"JTJ, spol. s r.o.",3500.0,,
KOVO Děčín spol. s r.o.,3500.0,,
JUNG.CZ a.s.,3500.0,,
JT consulting s.r.o.,3500.0,,
INOVA Praha s.r.o.,3500.0,,
INOTEX spol.s.r.o.,3500.0,,
"JUREX, veřejná obchodní společ",3500.0,,
JURICA a.s.,3500.0,,
HSD statika s.r.o.,3500.0,,
"HSE, spol. s r.o.",3500.0,,
JTEKT Automotive Czech Plzen s,3500.0,,
JS technology s.r.o.,3500.0,,
HORA MONT s.r.o.,3500.0,,
"INPROMA, spol. s r.o.",3500.0,,
JOHNSON CONTROLS FABRICS,3500.0,,
"JOPEK Servis, s.r.o.",3500.0,,
JORDAHL & PFEIFER,3500.0,,
JP GASECO s.r.o.,3500.0,,
"JR Tech, a.s.",3500.0,,
"HOSPIMED, spol. s r.o.",3500.0,,
HOTEL AMBASSADOR ZLATÁ HUSA sp,3500.0,,
KOVO KASEJOVICE MONT s.r.o.,3500.0,,
HOTJET CZ s.r.o.,3500.0,,
HOUDEK  & HOUDEK s.r.o.,3500.0,,
"JR servis, s.r.o.",3500.0,,
JRX automation s.r.o.,3500.0,,
"KOVO TOP, s.r.o.",3500.0,,
"KOVO KONICE, výrobní družstvo",3500.0,,
Halex-Schauenberg ocelové kons,3500.0,,
KONCAD CZ s.r.o.,3500.0,,
"KOMTERM, a.s.",3500.0,,
"KLIKA - BP, s.r.o.",3500.0,,
KDI s.r.o.,3500.0,,
KLIMA a.s.,3500.0,,
"IDOP Olomouc, akciová společno",3500.0,,
"KDS SEDLČANY, NOŽÍŘSKÉ VÝROBNÍ",3500.0,,
IDIADA CZ a.s.,3500.0,,
Hill´s Pet Nutrition Manufactu,3500.0,,
KDYNIUM a. s.,3500.0,,
"IEW consulting, s.r.o.",3500.0,,
KLEMPOSTAV HORŠOVSKÝ TÝN s.r.o,3500.0,,
"KDZ, spol. s r. o.",3500.0,,
KLEMAT CZ s.r.o.,3500.0,,
"Hlaváček & partner, s.r.o.",3500.0,,
KLEINER s.r.o.,3500.0,,
Holtermedical s.r.o.,3500.0,,
"KD Pragma, a.s.",3500.0,,
KLIMATEST s.r.o.,3500.0,,
ICZ a.s.,3500.0,,
IKA VIN 112 a.s.,3500.0,,
"KMP Prostějov, spol. s r.o.",3500.0,,
IKKA STEEL s.r.o.,3500.0,,
"KME, spol. s r.o.",3500.0,,
"Hicon - dopravní značení, s.r.",3500.0,,
KB Stavební s.r.o.,3500.0,,
High Security Products  a.s.,3500.0,,
KLUZÁK s.r.o.,3500.0,,
KCM Consulting s.r.o.,3500.0,,
KBH Energy s.r.o.,3500.0,,
KBS- inženýrská  projektová ka,3500.0,,
"IGLOO ARCHITEKTI, s.r.o.",3500.0,,
KLIMONT GLOBAL s.r.o.,3500.0,,
IGE-CZ s.r.o.,3500.0,,
KC system s.r.o.,3500.0,,
IDEA RS s.r.o.,3500.0,,
KEBEK s.r.o.,3500.0,,
"KOMS PRAHA, s.r.o.",3500.0,,
KHS Brno spol.s r. o.,3500.0,,
Hydroproduct s.r.o.,3500.0,,
"Hygienická laboratoř, s.r.o.",3500.0,,
"KINEX BEARINGS, a. s.",3500.0,,
"Hypro Otrokovice, s.r.o.",3500.0,,
Hyundai Dymos Czech s.r.o.,3500.0,,
I. S P Z  s.r.o.,3500.0,,
"I S T A R , společnost s ručen",3500.0,,
KENDRION (Prostějov) s.r.o.,3500.0,,
KH servis  a.s.,3500.0,,
KFT Kaplice spol. s r.o.,3500.0,,
KEZ o.p.s.,3500.0,,
"KERAMOST, a.s.",3500.0,,
Hörmann Česká republika s.r.o.,3500.0,,
Hüttenes-Albertus CZ s.r.o.,3500.0,,
"KIP, spol. s r.o.",3500.0,,
"I.J.M. Bohemia, akciová společ",3500.0,,
Holík International s.r.o.,3500.0,,
"KKH Brno, spol. s r.o.",3500.0,,
"IBSmm Engineering, spol. s r.o",3500.0,,
KEKU elektromontáže s.r.o.,3500.0,,
"KLARO , spol. s r.o.",3500.0,,
Hora,3500.0,,
"IBA CZ, s.r.o.",3500.0,,
"KEL - MONTÁŽNÍ TECHNIKA, s.r.o",3500.0,,
KELCOM International,3500.0,,
Hydraulika Petráš s.r.o.,3500.0,,
KK T E C H N O I N G spol.s r.,3500.0,,
"KELCOM International Třebíč, s",3500.0,,
KIWI Investment & Consulting s,3500.0,,
"Hořáky Třebíč, spol. s r.o.",3500.0,,
Hudeček s.r.o.,3500.0,,
KIPO - spol. s r.o.,3500.0,,
"KMT International, s.r.o.",3500.0,,
KNAHER Plastics s.r.o.,3500.0,,
HiARCH spol. s r.o.,3500.0,,
KAMENOLOMY ČR s.r.o.,3500.0,,
KALINA industries s.r.o.,3500.0,,
IMECON s.r.o.,3500.0,,
Hautech RNF s.r.o.,3500.0,,
Havířovská teplárenská společn,3500.0,,
Hašpl a.s.,3500.0,,
KAMAX - METAL s.r.o.,3500.0,,
"KOMFORT, a.s.",3500.0,,
"KOMMA MaR, s.r.o.",3500.0,,
KOMFI spol. s r.o.,3500.0,,
KOMA MODULAR s.r.o.,3500.0,,
"IMAG Architekt, s r.o.",3500.0,,
"Hedoz, s.r.o.",3500.0,,
KOLLERT ELEKTRO s.r.o.,3500.0,,
"Heineken Česká republika, a.s.",3500.0,,
KALIBRA NOVA s.r.o.,3500.0,,
Hanna Instruments Czech s.r.o.,3500.0,,
KO-KA s.r.o.,3500.0,,
"KOMPEL, s.r.o.",3500.0,,
"IN-EL, spol. s r. o.",3500.0,,
KADAMO a.s.,3500.0,,
KOMPLETA s.r.o.,3500.0,,
IN - EKO TEAM s.r.o.,3500.0,,
IMV desing s.r.o.,3500.0,,
Hamzova odborná léčebna pro dě,3500.0,,
IMOPRA s.r.o.,3500.0,,
KOMO mark s.r.o.,3500.0,,
IMMUNIA spol. s.r.o.,3500.0,,
KOMPAKTA INVEST a.s.,3500.0,,
KOMORA s.r.o.,3500.0,,
KADATEC s.r.o.,3500.0,,
Hanhart Morkovice s.r.o.,3500.0,,
"KAISRLÍK, spol. s r. o.",3500.0,,
KANINGA s.r.o.,3500.0,,
Heinrich Innovation s.r.o.,3500.0,,
"KAR group, a.s.",3500.0,,
"KOBIT, spol. s r.o.",3500.0,,
"KOFING, a.s.",3500.0,,
KASTEN spol. s r.o.,3500.0,,
Hettich ČR k.s.,3500.0,,
"KATAFORESIS CZ, s.r.o.",3500.0,,
IKOV stavební s.r.o.,3500.0,,
KOBLÍŽEK s.r.o.,3500.0,,
Hexaplan International spol s,3500.0,,
KOITO CZECH s.r.o.,3500.0,,
Hexpol Compounding s.r.o.,3500.0,,
"KOBEZPO, s.r.o.",3500.0,,
"KOBERCE BRENO, spol. s r.o.",3500.0,,
KAVOKA s.r.o.,3500.0,,
"Hi - 2 ing, s.r.o.",3500.0,,
"IKKO Hradec Králové, s.r.o.",3500.0,,
"ILF Consulting Engineers, s.r.",3500.0,,
KASPER CZ s.r.o.,3500.0,,
KOH-I-NOOR PONAS s.r.o.,3500.0,,
"KASI, spol. s r. o.",3500.0,,
KARTUSEK - EKOSTAV s.r.o.,3500.0,,
KOH-I-NOOR a.s.,3500.0,,
KART spol. s r.o.,3500.0,,
KOHL Architekti s.r.o.,3500.0,,
KAROSERIA a.s.,3500.0,,
KARNED Tools s.r.o.,3500.0,,
KARETA s.r.o.,3500.0,,
Hemcon Medical Technologies CZ,3500.0,,
HelpElan s.r.o.,3500.0,,
KAREL HOLOUBEK - Trade Group a,3500.0,,
"KARDIOLOGIE NA BULOVCE, s.r.o.",3500.0,,
KOHUT Třinec s.r.o.,3500.0,,
KARDIA s.r.o.,3500.0,,
KRÁLOVOPOLSKÁ STRESS ANALYSIS,3500.0,,
KESO Praha spol. s r.o.,3500.0,,
"INSTAR ITS Ostrava, a.s.",3500.0,,
Konývková projektant,3500.0,,
HAYLEY CZ s.r.o.,3500.0,,
"J  & B, spol. s r.o.",3500.0,,
Komix s.r.o.,3500.0,,
"Kompresory PEMA, s.r.o.",3500.0,,
Koneko spol. s r.o.,3500.0,,
IPS Kadaň s.r.o.,3500.0,,
"Iveco Czech Republic, a.s.",3500.0,,
HAVI s.r.o.,3500.0,,
HASVEL s.r.o.,3500.0,,
Istro Moravia s.r.o,3500.0,,
Konplan s.r.o.,3500.0,,
Isola Powertekk s.r.o.,3500.0,,
Konstrukt spol. s r.o.,3500.0,,
Ishimitsu Manufacturing Czech,3500.0,,
"Inženýrské stavby Brno, spol.",3500.0,,
IPROS s.r.o.,3500.0,,
Konštrukta-Industry a.s.,3500.0,,
"IQ Service, spol. s r.o.",3500.0,,
Koutný spol. s r.o.,3500.0,,
"HASIČI, s.r.o.",3500.0,,
"Kovo HB, s.r.o.",3500.0,,
"Kovo Staněk, s.r.o.",3500.0,,
Kovocentrum Jiskra s.r.o.,3500.0,,
Kovocité a.s.,3500.0,,
IREA s. r. o.,3500.0,,
Invenkov s.r.o.,3500.0,,
"HASAP GASTRO Consulting, s.r.o",3500.0,,
"Invelt Industry International,",3500.0,,
Kovoplast Chlumec nad Cidlinou,3500.0,,
Intertell spol. s r.o.,3500.0,,
"Kolínské strojírny CZ,s.r.o.",3500.0,,
Kolář - Stavebniny s.r.o.,3500.0,,
JAFIS s.r.o.,3500.0,,
"Kesat, a.s.",3500.0,,
HEIRU CZ s.r.o.,3500.0,,
JAF HOLZ spol. s r.o.,3500.0,,
"JADRNÍČEK, spol. s r.o.",3500.0,,
Karsit Holding s.r.o,3500.0,,
"J.P. PLAST, s. r.o.",3500.0,,
HEINZ - ELEKTRO s. r. o.,3500.0,,
"J.M.KAPA, s.r.o.",3500.0,,
Karvinská hornická nemocnice a,3500.0,,
"INVOS, spol. s r. o.",3500.0,,
"HEDVA, a.s.",3500.0,,
"Kasalova pila, s.r.o.",3500.0,,
Katastrální úřad pro Královéhr,3500.0,,
HE Consulting s.r.o.,3500.0,,
Keihin Thermal Technology,3500.0,,
"HDO, spol. s r.o.",3500.0,,
"Kollmorgen, s.r.o.",3500.0,,
"J.L.T. - stavební společnost,",3500.0,,
"INWELD CONSULTING, s.r.o.",3500.0,,
HBS CZ s.r.o.,3500.0,,
"ION BEAM APPLICATIONS SA, orga",3500.0,,
HBP s.r.o.,3500.0,,
J.K. facility s.r.o.,3500.0,,
"King Dynamics, s.r.o.",3500.0,,
HB therm s.r.o.,3500.0,,
"J.&J.Gastroservis, s.r.o.",3500.0,,
Knoflíklářský Průmysl Žirovnic,3500.0,,
"IP IZOLACE POLNÁ, s.r.o.",3500.0,,
HB KRAKO s.r.o.,3500.0,,
IPR spol. s r.o.,3500.0,,
"Kolektory Praha, a.s.",3500.0,,
"Kovosta-fluid, a.s.",3500.0,,
"Intermont, Opatrný s.r.o.",3500.0,,
HARLINGEN s.r.o.,3500.0,,
"H.P.D.K., s. r. o.",3500.0,,
Ing. Petr Bečvarovský,3500.0,,
ISSO - Inženýrské stavby Sokol,3500.0,,
Ing. Leiss-poradenství ve stav,3500.0,,
Kyocera Solar Europe s.r.o.,3500.0,,
ISTECH s.r.o.,3500.0,,
"InfoTel, spol. s r.o.",3500.0,,
KÁMEN ENGINEERING s.r.o.,3500.0,,
"KÁMEN Zbraslav, spol. s r.o.",3500.0,,
"ITAB Shop Concept CZ, a.s.",3500.0,,
ITECO ŽERIAVY s.r.o.,3500.0,,
Industrial Machine Service s.r,3500.0,,
"Kámen a písek, spol. s r.o.",3500.0,,
"Kögel, s.r.o.",3500.0,,
"Kühtreiber, s.r.o.",3500.0,,
"Industrial Dynamics, s.r.o.",3500.0,,
"HARICOM, spol. s r.o.",3500.0,,
H.A.KOVOCHEM spol.s.r.o.,3500.0,,
"L-Consulting,  s.r.o.",3500.0,,
H-PRO spol. s r.o.,3500.0,,
L.Z.-Atelier s.r.o.,3500.0,,
Industria AC  a.s.,3500.0,,
H+P FORM s.r.o.,3500.0,,
"ITEST plus, s.r.o.",3500.0,,
ITW Construction Products CZ,3500.0,,
"LA - PO fire, s.r.o.",3500.0,,
H+D Elektromontáže s.r.o.,3500.0,,
IZOMAT s. r. o.,3500.0,,
"LA composite, s.r.o.",3500.0,,
"ITW PRONOVIA, s.r.o.",3500.0,,
"H a S t, spol. s r.o.",3500.0,,
"Kuba & Pilař architekti, s.r.o",3500.0,,
"IngPro Litoměřice, s.r.o.",3500.0,,
Initial Ecotex s.r.o.,3500.0,,
Krásl spol. s r.o.,3500.0,,
Interiéry Tesař TTK s.r.o.,3500.0,,
Kovovýroba Marek a syn s.r.o.,3500.0,,
Kovozal s.r.o.,3500.0,,
Krajská hygienická stanice Krá,3500.0,,
Inter IKEA Centre Česká republ,3500.0,,
Krajská hygienická stanice Mor,3500.0,,
HAPON spol. s r.o.,3500.0,,
Krajská hygienická stanice Úst,3500.0,,
HANZLÍK s.r.o,3500.0,,
Integrovaná střední škola,3500.0,,
Integrated Micro-Electronics,3500.0,,
"Intecha, spol. s r.o.",3500.0,,
Institute of Applied,3500.0,,
"ISATech, s.r.o.",3500.0,,
"ISI, spol. s r.o.",3500.0,,
Institut reprodukční medicíny,3500.0,,
"HANAKOV,spol. s r.o.",3500.0,,
ISMM Production & Business Coo,3500.0,,
Krajské ředitelství policie Ol,3500.0,,
HAMROZI s.r.o.,3500.0,,
Kranimex s. r. o.,3500.0,,
"HALKO stavební společnost, s.r",3500.0,,
HAJDO spol. s r.o.,3500.0,,
"Institut ocelových konstrukcí,",3500.0,,
ISOBAST s.r.o.,3500.0,,
"Insprav, spol. s r.o.",3500.0,,
Innova Medical s.r.o.,3500.0,,
Kroměřížská nemocnice a.s.,3500.0,,
"Královéhradecká provozní, a.s.",3500.0,,
INVESTING MORAVA s.r.o.,3500.0,,
"J.E.S., spol. s r.o.",3500.0,,
KVprojektstav,3500.0,,
JASTR ELEKTRO s.r.o.,3500.0,,
JANČÁLEK s.r.o.,3500.0,,
"HEPOS, spol. s r.o.",3500.0,,
"KVADROS, a.s.",3500.0,,
HILLEX s.r.o.,3500.0,,
JAROMÍR DEJL,3500.0,,
KV-SVISS s.r.o.,3500.0,,
Kamstrup A/S - organizační slo,3500.0,,
JAROŠ CZ s. r. o.,3500.0,,
"HEMAT TRADE OSTRAVA, a.s.",3500.0,,
"JANÁČEK ELEKTRO, s.r.o.",3500.0,,
JCA s.r.o.,3500.0,,
KV engineering spol. s.r.o.,3500.0,,
KV Final s.r.o.,3500.0,,
INTOP spol. s r.o.,3500.0,,
HITO spol. s r.o.,3500.0,,
JANTARI s.r.o.,3500.0,,
"KUNST,  spol.  s  r.o.",3500.0,,
KUNC ocelové konstrukce s.r.o.,3500.0,,
INTERTOS s.r.o.,3500.0,,
"JAWOS, s.r.o.",3500.0,,
HERMO s.r.o.,3500.0,,
INTERKLIMA spol. s r. o.,3500.0,,
KVAZAR akciová společnost,3500.0,,
Kamnářství Blatná s. r. o.,3500.0,,
KYOCERA Solar Europe s.r.o,3500.0,,
HESTEGO a.s.,3500.0,,
KYKLOP spol. s r.o.,3500.0,,
Kabelovna Kabex a.s.,3500.0,,
"Kaldewei CS, s.r.o.",3500.0,,
KYB Manufacturing Czech s.r.o.,3500.0,,
KWD s.r.o.,3500.0,,
"INTERPLAN - CZ, s.r.o.",3500.0,,
Kalksandstein CZ s.r.o.,3500.0,,
"KWD Bohemia, s.r.o.",3500.0,,
HET spol. s r.o.,3500.0,,
HF-Czechforge s.r.o.,3500.0,,
Karlovarský kraj,3500.0,,
"INTERO, Chmelan a spol., spole",3500.0,,
"JAPE - projekt, spol. s r.o.",3500.0,,
"KVK PARABIT, a.s.",3500.0,,
Kamil Lerch - Studio 2000,3500.0,,
"KVK GROUP, spol. s r .o.",3500.0,,
HG partner s.r.o.,3500.0,,
KUKAL & UHLÍŘ s.r.o.,3500.0,,
"JAVEX-TRADE, s.r.o.",3500.0,,
"JDK, spol. s r.o.",3500.0,,
INVEKTA s.r.o.,3500.0,,
"JETTI, a.s.",3500.0,,
JEŘÁBY JÍLOVÉ spol. s r.o.,3500.0,,
"KSK - BELT, a.s.",3500.0,,
JANEČEK CZ s.r.o.,3500.0,,
"HEJDUK CZ, s.r.o.",3500.0,,
INVAZ s.r.o.,3500.0,,
INSTAV Hlinsko a.s.,3500.0,,
"Kapucín - Realizace staveb, s.",3500.0,,
"JAN-RPO,s.r.o",3500.0,,
INTOS s.r.o.,3500.0,,
HM Atelier s.r.o.,3500.0,,
Karel Benda-ELEKTROSERVIS,3500.0,,
JAMICH s.r.o.,3500.0,,
JHP spol.s r.o.,3500.0,,
INVERA s.r.o.,3500.0,,
INSTAT s.r.o.,3500.0,,
HN Technology s.r.o.,3500.0,,
JHV - ENGINEERING s.r.o.,3500.0,,
"HEKOM, s.r.o.",3500.0,,
"KYTULAVA, s.r.o.",3500.0,,
KT PROFI výtahy s.r.o.,3500.0,,
JESVA s.r.o.,3500.0,,
KSK BONO s.r.o.,3500.0,,
Kapsch Telematic Services spol,3500.0,,
INTEM s.r.o.,3500.0,,
"INTERAGENCIE,a.s.",3500.0,,
"KSPD, s.r.o.",3500.0,,
HELM s.r.o.,3500.0,,
HKP METAL s.r.o.,3500.0,,
KSM Castings CZ a.s.,3500.0,,
KTS-AME s.r.o.,3500.0,,
JANKA ENGINEERING s.r.o.,3500.0,,
"JELMARK, s.r.o.",3500.0,,
Halla Visteon  Autopal Service,3330.0,,
Medix DK s.r.o.,3280.0,,
KES - kabelové a elektrické sy,3102.0,,
Strojírna Gearspect s.r.o.,3025.0,,
SixPointTwo s.r.o.,3023.0,,
AB KOMPONENTY  s.r.o.,3000.0,,
FORGAS a.s.,3000.0,,
NET-SYSTEM s.r.o.,3000.0,,
FOXCONN CZ s.r.o.,3000.0,,
Humpolecké strojírny Humpolec,3000.0,,
"BMS SERVIS , s.r.o.",3000.0,,
ELMONTIA s.r.o.,3000.0,,
SEKK spol. s r.o.,3000.0,,
"AV ENGINEERING, a.s.",3000.0,,
PSG a.s.,3000.0,,
"Ferring-Léčiva, a.s.",3000.0,,
Žilinská univerzita v Žiline,3000.0,,
"Steel Center Europe, s.r.o.",3000.0,,
Národní galerie v Praze,3000.0,,
Obec Velká Polom,3000.0,,
TMS CZECH s.r.o.,3000.0,,
"RWE Distribuční služby, s.r.o.",2995.0,,
"MONZAS, spol. s r.o.",2662.0,,
CSNORMY s.r.o.,2655.0,,
MEILLERGHP a.s.,2653.0,,
"KAN-servis, spol. s r.o.",2500.0,,
STeelProjekt s.r.o.,2500.0,,
TOP Control s.r.o.,2500.0,,
"ENEZA, s.r.o.",2500.0,,
ENGINEERS CZ s.r.o.,2500.0,,
CHMELS - projekty a systémy s.,2500.0,,
"MONT-KOVO, spol. s r.o.",2500.0,,
"MONTA-THERM, s.r.o.",2500.0,,
Město Vlašim,2500.0,,
"ELEKTROTEPLO Kolín, spol. s r.",2500.0,,
"MT-měřící transformátory, spol",2500.0,,
EL-EX spol. s r.o.,2500.0,,
Město Jílové,2500.0,,
MSV výtahy a.s.,2500.0,,
TOS ZNOJMO a.s.,2500.0,,
"EUROVIA Kamenolomy, a.s.",2500.0,,
"Dobré stavby, s.r.o.",2500.0,,
Město Jílové u Prahy,2500.0,,
CS SOFT a.s.,2500.0,,
"EUROPROJEKT, spol. s r.o.",2500.0,,
CS STEEL a. s.,2500.0,,
Benex Praha s.r.o.,2500.0,,
CHARVÁT Group s.r.o.,2500.0,,
"DT Mostárna, a.s.",2500.0,,
Revizní činnost s.r.o.,2500.0,,
ELEKTROSLUŽBA CZ s.r.o.,2500.0,,
DTD FUTURE s.r.o.,2500.0,,
SUNGWOO HITECH s.r.o.,2500.0,,
SMIP spol. s r.o.,2500.0,,
ISP s.r.o.,2500.0,,
"ITER, s.r.o.",2500.0,,
EDAG Production Solutions CZ s,2500.0,,
"STT SERVIS, s.r.o.",2500.0,,
"DCom, spol. s r.o.",2500.0,,
JAHLA s.r.o.,2500.0,,
"SEPS, a.s.",2500.0,,
"REPÁK a spol., spol. s r.o.",2500.0,,
"EKOMOR, s.r.o.",2500.0,,
RESTA s.r.o.,2500.0,,
"STEELCOM CZ, a.s.",2500.0,,
DOSING-Dopravoprojekt Brno gro,2500.0,,
"ELEXMONT, s.r.o.",2500.0,,
"ENERGON Dobříš, s.r.o.",2500.0,,
BRIO Hranice s.r.o.,2500.0,,
SAFEB Services s.r.o.,2500.0,,
"SKR stav, s.r.o.",2500.0,,
ELORA GROUP s.r.o.,2500.0,,
ELEPRO s.r.o.,2500.0,,
EVČ s.r.o.,2500.0,,
Ideal Standard s.r.o.,2500.0,,
SGS Industrial Services CZ s.r,2500.0,,
"CADTeam, s.r.o.",2500.0,,
Střední průmyslová škola chemi,2500.0,,
"EKOZINK Praha, s.r.o.",2500.0,,
JH-STATIKA s.r.o.,2500.0,,
DS METAL s.r.o.,2500.0,,
"ELIS, spol. s r.o.",2500.0,,
Toyota Material Handling CZ s.,2500.0,,
ELMOSA CZ s.r.o.,2500.0,,
"INGSTEEL, spol. s r.o.",2500.0,,
"KELLER-speciální zakládání, sp",2500.0,,
"SALLEKO, spol. s r.o.",2500.0,,
SURA &  CO s.r.o.,2500.0,,
"Slévárna HEUNISCH Brno, s.r.o.",2500.0,,
"SANIproject, s.r.o.",2500.0,,
"TRIDO, s.r.o.",2500.0,,
Technické služby Opava s. r. o,2500.0,,
Regionální agentura pro,2500.0,,
Integrovaná střední škola - Ce,2500.0,,
"TECHNICOM, s.r.o.",2500.0,,
EPServis cz s.r.o.,2500.0,,
"SČA - Severočeská armaturka, s",2500.0,,
ESTO Cheb s. r. o.,2500.0,,
Drevoplast Ludvik s.r.o.,2500.0,,
"INTEVO Karviná,spol.s r.o.",2500.0,,
"Chirana Progress, s.r.o",2500.0,,
DYWIDAG PREFA a.s.,2500.0,,
CATEGORY a.s.,2500.0,,
"Dr. Luma MARLUK, k.s.",2500.0,,
Technical University of Kosice,2500.0,,
MĚSTO ÚVALY,2500.0,,
"INTEST NDT, spol. s r.o",2500.0,,
Schomburg Slovensko s.r.o.,2500.0,,
INOMECH s.r.o.,2500.0,,
Sigmainvest spol. s r. o.,2500.0,,
TE - EN servis s.r.o.,2500.0,,
CARLITA s. r. o.,2500.0,,
ERGO BEST s.r.o.,2500.0,,
Datwyler Sealing CZ s.r.o.,2500.0,,
"Isolit-Bravo, spol. s r.o.",2500.0,,
TDZ Power SE,2500.0,,
TDS Zampra s.r.o.,2500.0,,
Město Skuteč,2500.0,,
TEDOM a.s.,2500.0,,
ELEKTRO-PROJEKCE s.r.o.,2500.0,,
"TRIBOTEC, spol. s r.o.",2500.0,,
MĚSTO RUDOLFOV,2500.0,,
"MŽT Stavitelství, a.s.",2500.0,,
TRASO s.r.o.,2500.0,,
Stavební bytové družstvo Rožno,2500.0,,
Město Beroun,2500.0,,
JIKA-CZ s.r.o.,2500.0,,
"ELSLA, spol. s r.o.",2500.0,,
SVĚT OKEN s.r.o.,2500.0,,
"TEMKO TECHNIK, spol. s r.o.",2500.0,,
"K2L cz, s.r.o.",2500.0,,
"ELfuture, spol. s r.o.",2500.0,,
SIMAF CZ s.r.o.,2500.0,,
Bircher Process Control BBC s.,2500.0,,
IHAS s.r.o.,2500.0,,
"DUPROCON, s.r.o.",2500.0,,
Michovský group a.s.,2500.0,,
Moravské divadlo Olomouc přísp,2500.0,,
"Svoboda a syn,s.r.o.",2500.0,,
J&J STUDIO INŽENÝRSKÉ  SÍTĚ,2500.0,,
MS architekti s.r.o.,2500.0,,
